Signi70,Sp70,Sp70/Sbg70,Sconv70,Stot70,FWHMa70,FWHMb070,PA070,Signi160,Sp160,Sp160/Sbg160,Sconv160,Stot160,FWHMa160,FWHMb160,PA160,Signi250,Sp250,Sp250/Sbg250,Sconv250,Stot250,FWHMa250,FWHMb250,PA250,Signi350,Sp350,Sp350/Sbg350,Sconv350,Stot350,FWHMa350,FWHMb350,PA350,Signi500,Sp500,Sp500/Sbg500,Stot500,FWHMa500,FWHMb500,PA500,SigniNH2,NpH2,NpH2/NbgH2,NconvH2,NbgH2,FWHMaNH2,FWHMbNH2,PANH2,NSED,Region,Coretype
4.1,-0.033,2.25,-0.42,-0.34,87,33,   -41,0.0,0.12,0.2,0.84,2.3,8.6,86,84,    38,0.17,0.17,0.43,1.4,72,32,-80,12.5,0.28,0.3,0.47,1.6,67,42,-69,14.2,0.35,0.42,1.2,68,57,-45,15.1,1.04,0.45,0.8,2.3,65,55,-49,3,Lupus,2
0.0,0.014,0.36,0.18,-0.34,48,46,    87,0.0,0.056,0.17,0.29,0.64,13.3,51,43,   -67,0.22,0.37,0.31,0.44,34,18,77,14.0,0.26,0.48,0.31,0.43,38,25,62,11.9,0.2,0.41,0.24,48,36,55,15.7,0.95,0.6,0.4,1.6,35,18,86,3,Lupus,1
0.0,0.022,0.5,0.4,-1.4,109,106,   -65,0.0,0.00055,0.0,0.0037,1.6,0.0,154,66,    48,0.1,0.22,0.33,1.4,90,63,45,6.7,0.11,0.31,0.2,1.0,83,69,32,7.3,0.091,0.28,0.32,70,58,-18,7.2,0.35,0.51,0.3,0.7,84,76,43,2,Lupus,1
0.0,0.027,0.8,0.48,0.31,104,97,    85,6.9,0.13,0.39,0.86,3.5,12.2,93,60,   -26,0.21,0.25,0.47,1.5,82,25,-30,20.1,0.35,0.41,0.52,1.6,75,30,-30,21.4,0.4,0.56,1.1,71,41,-35,27.0,1.49,0.58,1.0,2.6,74,32,-31,4,Lupus,2
17.1,-0.034,-10.0,-0.28,-0.13,39,23,   -69,0.0,0.074,0.18,0.31,0.45,6.3,37,35,    52,0.099,0.15,0.13,0.15,29,18,-70,7.0,0.11,0.19,0.12,0.14,27,25,32,0.0,0.061,0.1,0.048,36,36,-31,6.9,0.4,0.26,0.1,1.5,29,18,3,2,Lupus,1
17.2,-0.04,9.72,-0.4,-0.4,64,24,     8,0.0,0.13,0.29,0.74,1.5,7.4,58,56,   -63,0.15,0.26,0.33,0.69,46,30,22,9.0,0.16,0.27,0.24,0.51,52,34,21,8.4,0.15,0.26,0.24,52,36,18,8.4,0.56,0.35,0.3,1.6,45,29,34,3,Lupus,1
0.0,0.0023,0.22,0.033,-0.14,59,49,   -76,0.0,1.1e-18,0.0,6e-18,3.4e-17,7.9,55,48,   -14,0.18,0.26,0.25,0.34,33,18,70,8.9,0.22,0.33,0.26,0.35,34,25,84,8.8,0.23,0.36,0.3,44,36,81,10.7,1.11,0.52,0.4,2.1,36,18,65,3,Lupus,2
0.0,0.0013,0.05,0.0014,0.14,8,8,    90,0.0,0.038,0.11,0.21,0.47,0.0,52,51,   -79,0.086,0.12,0.2,0.41,58,30,-42,6.1,0.12,0.21,0.15,0.21,41,25,-37,5.4,0.098,0.18,0.13,49,36,-41,7.3,0.48,0.28,0.2,1.7,49,22,-40,2,Lupus,1
2.6,-0.015,-1.31,-0.063,-0.026,27,13,    77,0.0,0.036,0.09,0.09,0.14,7.8,27,20,    30,0.15,0.19,0.21,0.28,31,19,-79,6.6,0.22,0.34,0.28,0.4,37,30,79,11.9,0.17,0.25,0.18,38,36,88,6.9,0.91,0.57,0.3,1.6,35,18,-87,3,Lupus,1
0.0,0.0038,0.71,0.072,0.85,127,113,    17,0.0,0.16,0.41,1.2,7.3,7.0,122,103,   -30,0.22,0.32,0.62,2.8,107,39,87,11.2,0.33,0.51,0.59,2.8,99,47,81,13.8,0.34,0.52,1.4,99,45,77,18.7,1.67,0.86,1.1,2.0,74,32,81,3,Lupus,2
0.0,-0.026,-39.91,-0.27,0.16,58,25,   -86,0.0,0.11,0.26,0.62,1.3,9.0,60,52,   -58,0.17,0.27,0.39,0.76,48,33,70,10.8,0.21,0.34,0.28,0.5,44,30,57,11.5,0.21,0.37,0.26,42,36,65,12.5,0.84,0.54,0.5,1.6,41,29,89,3,Lupus,1
0.0,0.0023,-1.59,0.02,0.11,47,22,   -23,6.8,0.17,0.48,0.55,0.42,16.2,35,24,    24,0.34,0.53,0.5,0.77,29,22,46,17.0,0.4,0.62,0.45,0.62,33,25,63,13.3,0.35,0.57,0.37,36,36,52,18.5,1.71,0.91,0.7,1.9,31,22,39,4,Lupus,1
15.3,-0.036,8.49,-0.57,-0.19,113,47,    46,6.1,0.051,0.12,0.35,2.3,11.5,119,76,   -79,0.25,0.28,0.68,2.5,89,38,11,15.0,0.42,0.66,0.75,3.2,76,53,35,16.5,0.31,0.43,1.4,87,66,20,17.8,1.44,0.88,1.1,1.6,74,51,42,4,Lupus,2
0.0,0.0039,0.55,0.069,0.22,97,82,    69,7.5,0.19,0.72,1.1,2.9,14.0,76,45,    43,0.42,0.81,1.1,3.5,54,39,53,20.8,0.51,1.0,0.84,2.7,60,44,53,20.2,0.43,0.8,1.1,69,44,59,24.4,2.15,1.65,1.5,1.3,55,42,59,4,Lupus,1
0.0,0.046,0.93,0.84,-0.081,105,103,    37,12.8,0.22,0.61,1.3,3.7,23.1,89,40,   -59,0.46,0.54,1.2,4.0,85,36,-89,36.3,0.63,0.73,1.0,2.9,77,35,89,34.7,0.69,0.97,2.0,71,47,-87,46.5,3.04,1.34,2.2,2.3,74,40,-76,4,Lupus,2
3.8,-0.038,2.04,-0.31,0.011,69,18,    22,11.1,0.2,0.46,0.88,1.4,25.0,57,28,    -2,0.55,0.65,1.2,2.7,47,29,8,30.8,0.6,0.73,0.87,1.9,49,33,13,30.4,0.55,0.68,0.96,52,39,14,34.2,2.53,1.2,1.5,2.1,44,33,6,4,Lupus,1
3.4,-0.039,1.75,-0.37,0.00059,79,21,    41,8.6,0.45,1.06,2.2,7.6,14.0,76,31,    38,0.22,0.27,0.53,1.2,74,29,25,17.8,0.3,0.39,0.43,0.95,73,28,43,18.3,0.34,0.54,0.73,71,36,37,16.5,2.16,0.83,1.1,2.6,97,19,36,4,Lupus,1
0.0,0.045,0.89,0.81,0.71,103,98,    48,8.8,0.012,0.03,0.032,0.31,9.7,74,14,    89,0.22,0.48,0.61,2.5,80,41,-80,13.2,0.3,0.64,0.55,2.6,75,58,-70,15.6,0.28,0.82,0.79,83,36,-88,12.5,0.67,0.8,0.6,0.8,93,64,-57,4,Lupus,1
8.1,-0.023,-4.48,-0.12,0.065,58,11,    58,0.0,0.091,0.19,0.47,0.5,21.8,48,46,   -34,0.38,0.46,0.65,1.1,39,22,-35,30.3,0.53,0.66,0.64,0.93,39,25,-32,31.0,0.65,1.02,0.76,44,36,-15,47.9,3.33,1.57,1.5,2.1,30,26,-66,4,Lupus,2
2.5,-0.015,-1.34,-0.14,0.0032,35,32,   -86,0.0,0.12,0.2,0.48,0.68,14.3,46,28,    27,0.28,0.28,0.4,0.58,33,18,23,14.1,0.31,0.3,0.39,0.61,41,28,21,13.4,0.5,0.66,0.79,53,37,12,11.9,1.13,0.37,0.5,3.1,45,19,7,3,Lupus,2
267.7,-0.025,1.81,-0.47,1.9,204,95,   -56,11.4,0.24,0.74,1.8,35.0,13.0,191,102,   -61,0.6,1.55,2.0,20.0,109,72,-27,16.3,0.45,0.9,0.8,4.8,118,43,-11,18.2,0.53,1.74,6.4,125,96,-56,14.2,1.38,1.46,1.2,0.9,120,60,-23,5,Lupus,2
0.0,0.0087,0.27,0.11,0.25,52,43,    79,0.0,0.038,0.09,0.19,0.41,18.4,49,38,    25,0.31,0.42,0.47,0.76,37,19,45,19.1,0.36,0.54,0.43,0.62,38,25,46,16.9,0.26,0.43,0.36,49,36,7,25.3,1.51,0.83,0.7,1.8,38,24,58,3,Lupus,1
0.0,0.011,0.31,0.19,0.13,95,81,   -34,0.0,0.1,0.25,0.69,2.0,6.9,91,73,    73,0.17,0.33,0.43,1.3,53,37,-35,8.6,0.17,0.33,0.25,0.68,57,34,-29,8.0,0.15,0.32,0.32,57,37,-32,7.5,0.48,0.38,0.3,1.3,61,26,-32,3,Lupus,1
5.5,-0.019,3.0,-0.25,-0.26,79,34,   -60,9.8,0.038,0.09,0.12,0.25,19.1,71,16,    14,0.4,0.62,0.95,2.5,56,32,13,28.4,0.55,0.82,0.81,1.9,55,32,8,27.5,0.54,0.96,1.3,55,42,-14,34.5,2.56,1.47,1.6,1.7,48,33,6,4,Lupus,2
0.0,0.0056,1.65,0.096,2.7,91,74,    16,15.9,0.34,0.96,1.2,2.7,21.3,49,22,   -36,0.69,1.61,1.8,6.2,55,40,-50,25.5,0.54,0.92,0.84,2.4,63,35,-54,25.1,0.6,1.85,1.8,65,51,-75,22.9,1.69,1.86,1.1,0.9,55,36,-56,4,Lupus,1
0.0,0.0079,0.32,0.15,-0.19,123,113,     2,0.0,0.012,0.03,0.089,2.2,0.0,117,99,   -64,0.14,0.16,0.44,2.2,79,53,-44,7.9,0.19,0.26,0.32,1.3,81,43,-44,10.0,0.18,0.26,0.54,72,45,-46,8.6,0.6,0.23,0.4,2.6,90,27,-48,2,Lupus,1
0.0,0.03,0.88,0.41,-0.08,53,50,   -18,0.0,0.094,0.27,0.43,0.65,7.8,43,37,   -23,0.14,0.21,0.26,0.42,46,24,-48,10.8,0.23,0.36,0.28,0.44,39,26,-37,9.0,0.23,0.4,0.25,41,36,-40,11.1,0.93,0.5,0.4,1.9,48,19,-45,3,Lupus,1
0.0,0.018,0.5,0.29,0.46,75,70,   -63,0.0,0.17,0.35,1.0,1.2,7.1,63,53,    49,0.15,0.28,0.34,0.82,51,30,-5,8.0,0.16,0.32,0.25,0.61,54,37,-2,6.5,0.14,0.29,0.26,53,39,1,6.3,0.29,0.23,0.2,1.2,67,34,11,3,Lupus,1
0.0,0.001,0.08,0.016,0.031,75,57,   -40,6.8,0.11,0.33,0.51,1.0,11.9,64,31,    -4,0.27,0.39,0.44,0.86,46,20,-16,15.9,0.32,0.48,0.43,0.85,53,26,-9,13.9,0.31,0.55,0.45,48,36,11,15.8,1.39,0.73,0.6,1.9,43,22,-14,4,Lupus,1
3.3,-0.032,1.64,-0.18,-0.034,71,11,   -64,0.0,0.15,0.37,0.84,0.99,8.5,54,50,    67,0.2,0.32,0.3,0.46,42,18,86,11.9,0.21,0.38,0.27,0.47,48,25,77,10.6,0.19,0.34,0.26,49,36,-86,12.5,0.84,0.47,0.3,1.8,45,18,90,3,Lupus,1
5.2,-0.04,2.85,-0.59,0.19,69,50,   -39,0.0,0.11,0.21,0.68,1.5,6.7,70,56,   -80,0.14,0.15,0.4,1.1,53,49,-35,9.8,0.2,0.21,0.31,0.77,46,43,80,9.6,0.23,0.23,0.41,49,38,-51,6.3,0.31,0.08,0.2,3.9,68,22,47,4,Lupus,1
4.7,-0.029,2.51,-0.16,-0.054,44,13,   -56,0.0,0.12,0.21,0.53,0.4,6.2,41,35,   -76,0.11,0.1,0.18,0.27,39,20,-12,8.3,0.19,0.15,0.22,0.31,36,25,-24,9.4,0.21,0.17,0.31,44,37,75,11.5,0.79,0.17,0.3,4.6,34,23,0,3,Lupus,2
0.0,0.026,0.45,0.49,1.2,119,112,    49,0.0,0.19,0.31,1.3,4.3,7.8,107,81,   -40,0.29,0.36,0.78,3.0,61,41,-27,11.2,0.24,0.28,0.41,1.8,79,47,-57,10.6,0.24,0.31,0.88,75,47,-59,12.6,1.08,0.55,0.8,1.9,68,53,-60,3,Lupus,1
0.0,0.017,0.74,0.2,0.076,44,38,   -85,6.7,0.2,0.49,0.5,0.35,14.0,37,16,    10,0.33,0.43,0.39,0.63,24,18,75,19.1,0.31,0.39,0.35,0.51,30,27,-70,16.6,0.23,0.32,0.31,48,37,-13,17.9,1.29,0.56,0.4,2.3,28,18,-87,4,Lupus,1
0.0,-0.03,57.81,-0.35,0.064,66,30,     0,0.0,0.087,0.14,0.52,0.93,11.4,64,57,     5,0.18,0.14,0.34,0.69,50,23,38,18.9,0.32,0.23,0.43,0.85,47,28,41,22.0,0.36,0.26,0.58,48,36,73,27.5,1.57,0.29,0.8,5.3,45,24,68,3,Lupus,2
0.0,0.019,0.42,0.33,-0.9,100,94,   -65,0.0,0.047,0.09,0.32,0.38,7.9,97,80,   -56,0.17,0.15,0.48,1.4,56,47,26,12.9,0.35,0.24,0.57,1.9,64,42,21,19.6,0.42,0.29,1.4,68,53,21,29.8,2.56,0.46,1.9,5.5,65,46,21,3,Lupus,2
0.0,0.038,0.8,0.47,0.16,45,44,    66,0.0,4.1e-20,0.0,2.1e-19,0.004,8.9,52,43,     1,0.2,0.22,0.32,0.56,29,26,-27,14.1,0.23,0.22,0.26,0.36,33,25,68,18.0,0.29,0.27,0.33,36,36,87,23.0,1.66,0.44,0.7,3.8,31,23,84,3,Lupus,1
0.0,0.028,0.7,0.39,-0.11,54,52,    -6,0.0,0.19,0.37,0.96,0.39,7.4,60,35,   -17,0.17,0.23,0.25,0.37,36,19,-17,11.2,0.18,0.24,0.22,0.33,42,25,-21,10.5,0.19,0.26,0.22,51,36,-22,13.1,0.82,0.38,0.4,2.2,41,27,-24,3,Lupus,1
8.0,-0.015,4.41,-0.21,0.36,73,39,    87,0.0,0.13,0.25,0.83,3.0,11.0,72,65,    13,0.36,0.42,0.79,2.0,39,34,-43,16.5,0.45,0.44,0.64,1.5,43,34,-23,18.8,0.48,0.46,0.73,41,36,-27,23.6,2.34,0.67,1.3,3.5,36,35,41,4,Lupus,1
0.0,0.03,0.62,0.47,0.43,66,61,   -59,0.0,0.12,0.21,0.69,0.83,10.8,66,56,    39,0.25,0.23,0.56,1.3,46,31,32,21.2,0.42,0.3,0.59,1.2,47,31,36,24.2,0.5,0.34,0.84,49,37,33,40.3,3.02,0.52,1.8,5.8,46,33,29,3,Lupus,2
0.0,0.031,0.56,0.45,-0.48,58,54,    60,0.0,0.028,0.06,0.16,0.69,7.0,61,53,    -9,0.12,0.13,0.25,0.47,50,26,38,8.6,0.14,0.15,0.17,0.25,42,25,31,6.4,0.12,0.14,0.13,43,36,38,6.6,0.51,0.22,0.2,2.3,32,25,15,3,Lupus,1
4.3,-0.039,2.07,-0.61,0.24,70,59,   -86,0.0,0.095,0.17,0.58,1.1,6.6,70,57,    45,0.11,0.14,0.28,0.7,58,36,56,7.0,0.12,0.15,0.17,0.35,43,32,45,6.6,0.11,0.15,0.16,47,37,49,6.5,0.39,0.19,0.3,2.1,59,43,-3,3,Lupus,1
0.0,0.014,0.55,0.2,0.65,60,50,    -9,0.0,0.044,0.07,0.25,0.28,14.5,63,51,    31,0.33,0.26,0.58,1.1,36,25,-12,22.8,0.4,0.26,0.49,0.86,39,27,-17,22.0,0.42,0.28,0.58,41,36,7,30.8,2.05,0.33,1.0,6.2,42,24,-35,3,Lupus,1
0.0,0.018,0.56,0.31,-0.6,81,77,    -8,6.5,0.11,0.36,0.65,1.5,15.3,70,49,    18,0.34,0.54,0.87,2.4,66,34,26,24.8,0.41,0.61,0.59,1.4,62,29,25,25.6,0.38,0.61,0.76,69,36,20,34.7,1.82,0.85,1.0,2.1,64,24,31,4,Lupus,1
0.0,0.029,0.57,0.17,-0.025,27,19,   -32,0.0,5.9e-21,0.0,1.2e-20,1.2e-18,8.9,29,15,    38,0.23,0.38,0.24,0.28,20,18,87,12.7,0.31,0.49,0.36,0.37,34,25,8,13.9,0.22,0.36,0.22,50,36,1,17.1,1.66,0.81,0.6,2.0,31,18,3,3,Lupus,2
11.4,-0.027,6.08,-0.34,-0.33,83,32,    31,0.0,0.069,0.14,0.46,1.8,9.8,78,72,   -82,0.13,0.12,0.33,1.0,74,32,80,18.6,0.22,0.15,0.32,0.74,69,30,-74,23.0,0.46,0.35,1.1,63,47,80,33.1,0.78,0.12,0.4,6.4,79,24,-83,3,Lupus,1
0.0,0.031,0.66,0.41,0.13,50,45,   -25,0.0,0.12,0.22,0.61,1.3,11.3,50,42,    -8,0.18,0.15,0.34,0.63,47,23,-1,14.2,0.29,0.21,0.37,0.57,50,25,1,14.5,0.3,0.24,0.44,54,36,-1,21.0,1.67,0.32,0.6,5.1,37,18,2,3,Lupus,2
4.1,-0.048,2.09,-0.34,0.0044,48,17,   -85,0.0,0.032,0.08,0.17,0.31,9.7,57,42,   -11,0.21,0.27,0.31,0.46,30,21,41,14.0,0.27,0.32,0.32,0.43,35,25,42,12.3,0.23,0.29,0.24,38,36,41,17.2,1.29,0.45,0.5,2.9,37,18,36,3,Lupus,1
1.4,-0.013,0.76,-0.12,0.12,57,23,    89,0.0,0.032,0.14,0.19,0.59,8.3,58,51,    -5,0.14,0.33,0.26,0.46,50,21,-87,11.9,0.19,0.49,0.25,0.45,49,28,-85,9.9,0.17,0.5,0.22,51,36,-84,13.1,0.7,0.64,0.3,1.1,44,21,-83,3,Lupus,1
9.7,-0.031,5.44,-0.5,0.22,79,65,    44,6.6,0.041,0.07,0.18,0.5,9.0,77,26,    59,0.16,0.16,0.41,1.1,59,35,53,11.4,0.19,0.19,0.3,0.73,62,38,51,12.7,0.2,0.21,0.38,58,36,48,12.2,0.44,0.16,0.3,2.7,77,36,52,5,Lupus,1
17.3,-0.028,9.91,-0.11,-0.021,51,8,   -18,0.0,0.18,0.29,0.84,0.22,6.4,49,36,   -84,0.16,0.16,0.3,0.49,40,25,77,11.1,0.2,0.18,0.23,0.28,36,25,84,9.7,0.19,0.18,0.19,41,36,84,11.1,0.79,0.21,0.4,3.8,43,25,74,3,Lupus,1
0.0,0.044,0.82,0.35,0.11,32,25,    62,0.0,0.0069,0.01,0.016,0.11,7.3,25,20,     0,0.19,0.19,0.2,0.23,21,18,10,9.7,0.14,0.13,0.16,0.2,35,25,-14,10.1,0.14,0.14,0.18,46,36,-2,8.0,0.68,0.18,0.2,3.9,26,18,-30,3,Lupus,1
0.0,0.00081,0.04,0.013,0.37,77,71,   -75,0.0,0.048,0.07,0.32,2.6,40.6,80,75,    50,0.75,0.38,1.6,3.3,66,24,-24,125.4,2.5,1.18,3.9,9.6,58,36,-16,179.5,3.6,1.65,7.6,58,41,-24,470.5,29.61,2.05,17.4,14.4,54,29,2,3,Lupus,2
9.1,-0.023,5.01,-0.25,-0.041,64,27,    46,7.1,0.13,0.19,0.37,0.48,19.9,54,16,    72,0.41,0.28,0.65,1.2,42,19,77,23.9,0.49,0.32,0.62,1.1,49,25,74,21.3,0.34,0.24,0.44,55,36,79,29.1,1.89,0.35,0.9,5.4,46,21,70,4,Lupus,2
2.8,-0.047,1.33,-0.44,-0.062,41,27,    14,6.1,0.14,0.43,0.36,0.16,10.9,44,16,   -87,0.22,0.44,0.35,0.56,30,24,-63,14.0,0.23,0.45,0.26,0.36,32,25,-56,11.2,0.18,0.39,0.22,41,36,-72,13.6,0.82,0.61,0.3,1.4,29,21,-75,4,Lupus,1
4.8,-0.022,2.66,-0.26,0.013,63,31,   -59,0.0,0.055,0.13,0.33,-0.009,0.0,62,58,    12,0.11,0.15,0.25,0.56,57,29,30,6.5,0.11,0.18,0.15,0.28,55,25,26,6.7,0.11,0.19,0.19,64,36,36,8.2,0.49,0.34,0.3,1.5,48,27,36,2,Lupus,1
0.0,0.011,0.84,0.18,-0.4,71,69,   -37,1.3,-0.046,-0.15,-0.16,0.031,10.0,70,19,   -81,0.19,0.3,0.3,0.6,50,18,38,12.4,0.2,0.34,0.25,0.44,49,25,32,11.9,0.19,0.36,0.29,49,36,29,12.7,0.79,0.47,0.3,1.7,43,19,34,3,Lupus,1
0.0,0.039,0.8,0.46,-0.082,49,37,    18,0.0,0.027,0.08,0.14,0.44,6.5,50,47,   -35,0.13,0.21,0.22,0.33,30,26,-7,7.9,0.12,0.18,0.15,0.21,33,30,-14,7.1,0.12,0.18,0.13,38,36,-40,11.4,0.81,0.41,0.3,1.9,28,19,-45,3,Lupus,1
0.0,0.041,0.83,0.61,0.88,59,58,    62,2.4,-0.065,-0.17,-0.23,-0.0022,0.0,57,21,   -54,0.088,0.08,0.23,0.46,57,38,37,8.0,0.18,0.15,0.23,0.38,54,25,44,11.0,0.23,0.2,0.33,57,36,38,19.1,1.5,0.36,0.8,4.2,47,24,39,2,Lupus,1
0.0,0.0024,0.12,0.0089,0.0059,43,8,     9,0.0,0.057,0.14,0.2,0.18,6.7,36,27,    24,0.14,0.21,0.16,0.16,24,18,-38,7.6,0.11,0.18,0.12,0.11,26,25,-26,5.7,0.089,0.15,0.093,39,36,-15,7.7,0.53,0.34,0.2,1.5,22,19,29,3,Lupus,1
0.9,-0.0078,-0.49,-0.13,-0.091,107,56,    59,7.7,0.14,0.35,0.86,2.8,20.7,92,53,    -2,0.57,0.72,1.5,5.8,60,42,-20,33.7,0.76,0.93,1.3,4.3,61,44,-26,41.2,0.78,0.84,2.7,68,51,-2,60.8,4.22,1.61,3.1,2.6,63,44,-18,4,Lupus,2
8.4,-0.017,-4.81,-0.053,-0.17,33,8,    71,0.0,0.046,0.14,0.17,0.29,6.3,41,26,   -20,0.12,0.2,0.17,0.19,35,18,65,6.3,0.1,0.16,0.12,0.11,39,25,66,0.0,0.079,0.12,0.048,36,36,-68,8.4,0.61,0.37,0.2,1.6,28,18,73,2,Lupus,1
3.2,-0.047,1.61,-0.33,-0.019,47,17,   -27,0.0,0.12,0.27,0.62,0.75,8.7,53,43,   -16,0.2,0.31,0.27,0.48,30,19,5,11.2,0.21,0.33,0.24,0.46,34,25,2,12.4,0.18,0.3,0.22,39,36,45,13.3,0.92,0.56,0.4,1.6,27,26,-40,3,Lupus,1
0.0,0.0027,0.11,0.038,0.12,74,42,   -26,6.4,0.071,0.16,0.33,0.64,10.2,58,32,    27,0.25,0.26,0.45,0.94,38,25,45,13.6,0.22,0.2,0.27,0.41,42,25,47,12.8,0.24,0.23,0.35,51,36,64,16.1,1.04,0.25,0.4,4.2,42,19,51,4,Lupus,1
0.0,0.012,0.35,0.14,0.073,44,34,   -56,31.3,1.0,1.09,3.2,4.6,80.6,38,20,    -3,2.0,0.81,3.5,5.2,41,23,-10,130.2,2.6,1.07,3.1,4.7,34,27,-29,145.5,2.7,1.61,3.1,36,36,84,179.3,8.14,0.69,3.4,11.8,40,20,-33,4,Lupus,2
0.0,0.01,0.52,0.067,-0.071,31,20,   -46,0.0,0.02,0.1,0.073,-0.17,8.2,37,27,   -46,0.12,0.54,0.12,0.14,18,18,88,7.1,0.12,0.62,0.12,0.12,26,25,-74,6.8,0.1,0.65,0.1,39,36,-62,9.3,0.46,1.35,0.1,0.3,23,18,-61,3,Lupus,1
6.1,-0.018,-3.53,-0.28,-0.0083,67,65,    83,8.8,0.2,0.42,0.77,0.74,20.5,62,22,   -16,0.6,0.67,1.3,3.4,38,32,24,30.9,0.66,0.64,0.91,2.1,41,33,4,36.0,0.57,0.55,1.0,51,39,20,54.4,3.86,1.16,2.1,3.3,37,31,-13,4,Lupus,1
0.0,0.025,0.5,0.35,0.3,55,51,    -4,0.0,0.14,0.35,0.68,0.72,12.4,46,37,   -38,0.28,0.36,0.64,1.3,45,34,-50,15.1,0.3,0.35,0.41,0.68,42,31,-55,15.8,0.37,0.44,0.48,40,36,-58,24.5,2.01,0.73,1.0,2.8,40,27,-49,3,Lupus,1
0.0,0.0019,0.21,0.0021,0.14,8,8,    90,0.0,0.019,0.04,0.1,0.3,8.3,61,41,   -31,0.1,0.15,0.22,0.39,40,31,-34,6.2,0.14,0.19,0.19,0.3,37,32,-57,5.6,0.14,0.22,0.15,39,36,-46,7.9,0.29,0.15,0.2,1.9,48,26,-43,3,Lupus,1
0.0,0.05,0.81,0.79,1.0,67,65,   -12,6.9,0.2,0.52,1.0,1.1,17.1,58,35,    86,0.37,0.4,0.79,1.7,51,28,-82,26.7,0.47,0.44,0.6,1.1,51,25,88,29.5,0.56,0.68,0.96,53,36,-88,48.5,2.59,0.65,1.4,4.0,55,26,-88,4,Lupus,2
0.0,0.041,0.56,0.77,-2.0,146,137,    52,8.2,0.14,0.24,1.0,10.0,22.9,136,114,   -77,1.1,0.96,3.1,12.0,56,45,-52,43.8,1.8,1.33,3.0,13.0,60,48,-56,64.9,1.9,1.28,7.4,71,48,-76,104.6,11.79,2.7,8.0,4.4,49,43,-64,4,Lupus,2
0.0,0.017,0.38,0.28,-0.59,84,67,   -42,0.0,0.012,0.03,0.079,1.6,12.3,81,66,   -10,0.28,0.43,0.67,1.8,48,35,44,17.1,0.33,0.48,0.47,1.0,44,33,38,20.9,0.37,0.54,0.66,48,37,47,23.7,1.49,0.79,0.9,1.9,42,33,43,3,Lupus,1
8.5,-0.043,4.81,-0.57,-0.5,70,37,   -53,8.0,0.22,0.84,1.2,2.0,14.7,51,43,   -49,0.33,0.68,0.68,1.6,46,27,-68,18.7,0.33,0.68,0.45,0.92,46,30,-63,17.5,0.31,0.65,0.53,52,36,-46,21.8,1.15,0.94,0.7,1.2,49,29,-63,4,Lupus,1
0.0,0.0041,0.15,0.058,-0.55,60,49,   -72,0.0,0.058,0.11,0.29,0.16,7.2,54,40,    26,0.16,0.21,0.25,0.43,41,19,44,10.8,0.23,0.29,0.28,0.46,44,25,43,12.2,0.24,0.35,0.31,58,36,40,14.7,0.77,0.42,0.4,1.8,41,25,44,3,Lupus,1
0.0,0.023,0.76,0.28,0.3,47,42,   -15,0.0,0.16,0.25,0.7,0.4,8.9,45,33,   -83,0.16,0.16,0.2,0.3,29,18,72,11.7,0.19,0.19,0.22,0.29,33,25,-58,10.6,0.17,0.18,0.18,38,36,3,15.7,0.89,0.31,0.3,2.9,28,20,73,3,Lupus,1
0.0,0.00094,0.04,0.018,0.95,174,142,    31,0.0,-0.0046,-0.01,-0.028,1.7,17.6,200,42,    -6,0.55,0.44,1.5,7.5,89,37,-78,36.0,0.92,0.66,1.5,6.7,85,35,-76,51.8,0.89,0.64,3.2,92,36,-84,82.0,6.03,1.52,4.4,4.0,72,41,-70,3,Lupus,2
0.0,0.014,0.35,0.24,0.0053,99,83,    24,0.0,0.018,0.02,0.09,0.57,16.3,89,32,    19,0.56,0.51,1.7,7.8,62,59,-52,31.5,0.94,0.78,1.6,6.7,60,55,5,44.2,0.98,0.82,3.3,62,56,-1,63.3,4.89,1.52,3.4,3.2,52,45,39,3,Lupus,2
3.2,-0.037,1.69,-0.46,0.51,57,37,    68,0.0,-0.055,-0.13,-0.19,0.023,13.8,54,21,    61,0.23,0.39,0.43,0.89,55,21,-17,14.8,0.28,0.54,0.37,0.73,56,25,-13,12.4,0.22,0.49,0.31,57,36,-11,15.4,0.63,0.51,0.3,1.2,57,22,-17,3,Lupus,1
15.2,-0.023,-8.86,-0.14,-0.043,79,12,    47,8.8,0.12,0.22,0.58,1.2,15.6,75,28,    42,0.28,0.3,0.68,1.9,62,30,28,17.3,0.31,0.31,0.45,1.1,61,30,27,17.1,0.24,0.28,0.49,67,36,31,21.7,1.09,0.52,0.7,2.1,50,32,42,4,Lupus,1
2.7,-0.03,1.48,-0.6,0.021,216,187,   -56,0.0,0.13,0.35,0.98,11.0,0.0,209,185,    36,0.16,0.29,0.56,7.5,171,97,18,7.0,0.23,0.7,0.46,5.4,130,95,-15,8.3,0.18,0.65,2.1,127,89,-16,8.5,0.6,0.93,0.6,0.6,138,99,-6,2,Lupus,1
0.0,0.0012,0.07,0.017,0.39,55,51,    22,0.0,0.24,0.34,1.3,1.8,11.8,64,41,     2,0.26,0.3,0.55,1.3,44,29,-26,14.3,0.23,0.24,0.33,0.67,49,30,-28,11.8,0.24,0.28,0.41,57,36,-37,16.4,0.89,0.38,0.5,2.4,46,33,-44,3,Lupus,1
